mountain,zone,coords,directions,description,no,routeName,difficulty
경상남도 (내원사 계곡),little diamond,"35.435962,129.098943",,,1,오 수정,4
경상남도 (내원사 계곡),little diamond,"35.435962,129.098943",,,2,little diamond sit,6a
경상남도 (내원사 계곡),little diamond,"35.435962,129.098943",,,3,another diamond,6a
경상남도 (내원사 계곡),little diamond,"35.435962,129.098943",,,4,little dianmond left,6b
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,1,first flight,3
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,2,물놀이,3
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,3,level zero,4
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,4,baby steps,5
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,5,little dyno,6a
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,6,oliver's travels,6a
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,7,발레리나,6a+
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,8,first fight,"dyno1, 6a+"
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,9,나빌레라,"standing, 6b+"
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,10,first fight,"dyno2,6b+"
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,11,hot traverse,6c+
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,12,푸른나래,6c+
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,13,나빌레라,"direct, 6c+"
경상남도 (내원사 계곡),warm up(dyno series),"35.435962,129.098943",,,14,first fight,"dyno3, ?"
경상남도 (내원사 계곡),answer of balance,"35.435962,129.098943",,,1,answer of balance,5
경상남도 (내원사 계곡),answer of balance,"35.435962,129.098943",,,2,hastala vista,6a
경상남도 (내원사 계곡),answer of balance,"35.435962,129.098943",,,3,hast la vista,6a
경상남도 (내원사 계곡),answer of balance,"35.435962,129.098943",,,4,balance to vista,6a+
경상남도 (내원사 계곡),mocking bird,"35.435962,129.098943",,,1,mocking bird,5
경상남도 (내원사 계곡),little boy,"35.435962,129.098943",,,1,little boy,4+
경상남도 (내원사 계곡),little boy,"35.435962,129.098943",,,2,little boy,"sit, 5"
경상남도 (내원사 계곡),little boy,"35.435962,129.098943",,,3,little boy,"left, 6a"
경상남도 (내원사 계곡),little boy,"35.435962,129.098943",,,4,little boy,"left, dyno, 6b+"
경상남도 (내원사 계곡),promereus,"35.435962,129.098943",,,1,맨발의 청춘,"direct, 6a"
경상남도 (내원사 계곡),promereus,"35.435962,129.098943",,,2,그루터기,6a+
경상남도 (내원사 계곡),promereus,"35.435962,129.098943",,,3,맨발의 청춘,6a+
경상남도 (내원사 계곡),promereus,"35.435962,129.098943",,,4,사려니,7a+
경상남도 (내원사 계곡),promereus,"35.435962,129.098943",,,5,promereus,7a+
경상남도 (내원사 계곡),promereus,"35.435962,129.098943",,,6,prometeus,"extention, 7b"
경상남도 (내원사 계곡),under bed,"35.435962,129.098943",,,1,there is no bed,6a+
경상남도 (내원사 계곡),under bed,"35.435962,129.098943",,,2,under bed,6a+
경상남도 (내원사 계곡),chups chups,"35.435962,129.098943",,,1,강원도의 힘,6a+
경상남도 (내원사 계곡),chups chups,"35.435962,129.098943",,,2,chups chups,7a+
경상남도 (내원사 계곡),치타와 제인,"35.435962,129.098943",,,1,치타와 제인,4
경상남도 (내원사 계곡),베지밀,"35.435962,129.098943",,,1,베지밀,3
경상남도 (내원사 계곡),물가,"35.435962,129.098943",,,1,물가,6a+
경상남도 (내원사 계곡),big storm,"35.435962,129.098943",,,1,위대한탄생,4
경상남도 (내원사 계곡),big storm,"35.435962,129.098943",,,2,용파리,6a
경상남도 (내원사 계곡),big storm,"35.435962,129.098943",,,3,big storm,"right, 6a+"
경상남도 (내원사 계곡),big storm,"35.435962,129.098943",,,4,big storm,"left, 6b+"
경상남도 (내원사 계곡),lingo star,"35.435962,129.098943",,,1,lingo star,6a+
경상남도 (내원사 계곡),용가리,"35.435962,129.098943",,,1,용가리,5
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,1,봄바람,5
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,2,봄바람,"right, 6a"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,3,rose bud,6b+
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,4,봄나들이,6b+
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,5,봄나드리,"left, 6b+"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,6,hypnotism,6v+
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,7,봄나드리,"left,dyno, 6c+"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,8,rose bud,"right, 6c+"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,9,설레임,"left,sts, 7a+"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,10,rose bud,"sit,7a+"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,11,hypnotism,"left, 7a+"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,12,hypnotism,"left,sit, 7b"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,13,rose bud right,"sit, 7b"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,14,hypnotism,"sit, 7b+"
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,15,설레임,7b+
경상남도 (내원사 계곡),설레임,"35.435962,129.098943",,,16,셀레임,"left, 7c"
경상남도 (내원사 계곡),스머프,"35.435962,129.098943",,,1,스머페트,6a
경상남도 (내원사 계곡),스머프,"35.435962,129.098943",,,2,이지라엘,6a
경상남도 (내원사 계곡),스머프,"35.435962,129.098943",,,3,가가멜,6a+
경상남도 (내원사 계곡),스머프,"35.435962,129.098943",,,4,smurf lunge,6c+
경상남도 (내원사 계곡),황소볼더,"35.435962,129.098943",,,1,소머리,"standing, 4"
경상남도 (내원사 계곡),황소볼더,"35.435962,129.098943",,,2,소머리,6a
경상남도 (내원사 계곡),황소볼더,"35.435962,129.098943",,,3,무소의 뿔처럼,6a
경상남도 (내원사 계곡),황소볼더,"35.435962,129.098943",,,4,소와 나무,6a+
경상남도 (내원사 계곡),황소볼더,"35.435962,129.098943",,,5,황소자리,6b+
경상남도 (내원사 계곡),황소볼더,"35.435962,129.098943",,,6,황소자리,"left, 6b+"
경상남도 (내원사 계곡),황소볼더,"35.435962,129.098943",,,7,황소자리,"direct, 6c+"
경상남도 (내원사 계곡),tetris,"35.435962,129.098943",,,1,tetris,5
경상남도 (내원사 계곡),tetris,"35.435962,129.098943",,,2,funky pinky,6a
경상남도 (내원사 계곡),tetris,"35.435962,129.098943",,,3,tetris,"right, 6a+"
경상남도 (내원사 계곡),deep throat,"35.435962,129.098943",,,1,morgen latte,5
경상남도 (내원사 계곡),deep throat,"35.435962,129.098943",,,2,deep throat,"left, 6b+"
경상남도 (내원사 계곡),deep throat,"35.435962,129.098943",,,3,deep throat,"right, 6c+"
경상남도 (내원사 계곡),보물섬,"35.435962,129.098943",,,1,hispaniola,6b+
경상남도 (내원사 계곡),보물섬,"35.435962,129.098943",,,2,보물섬,7a+
경상남도 (내원사 계곡),보물섬,"35.435962,129.098943",,,3,captain smollet,?
경상남도 (내원사 계곡),사라바라밀,"35.435962,129.098943",,,1,보시 바라밀,4
경상남도 (내원사 계곡),사라바라밀,"35.435962,129.098943",,,2,시라 바라밀,5
경상남도 (내원사 계곡),사라바라밀,"35.435962,129.098943",,,3,다나 바라밀,6a
경상남도 (내원사 계곡),불편해,"35.435962,129.098943",,,1,불편해,4
경상남도 (내원사 계곡),불편해,"35.435962,129.098943",,,2,불편해,"left, 5"
경상남도 (내원사 계곡),불편해,"35.435962,129.098943",,,3,불편해,"right, 6a"
경상남도 (내원사 계곡),불편해,"35.435962,129.098943",,,4,불편한 다이노,?
경상남도 (내원사 계곡),실버,"35.435962,129.098943",,,1,실버,?
경상남도 (내원사 계곡),철인28,"35.435962,129.098943",,,1,철인28,6a+
경상남도 (내원사 계곡),철인28,"35.435962,129.098943",,,2,철인28,"dyno, 6b+"
경상남도 (내원사 계곡),철인28,"35.435962,129.098943",,,3,철인28,"high dyno, ?"
경상남도 (내원사 계곡),반야바라밀,"35.435962,129.098943",,,1,반야바라밀,6a+
경상남도 (내원사 계곡),반야바라밀,"35.435962,129.098943",,,2,비리야 바라밀,6b
경상남도 (내원사 계곡),반야바라밀,"35.435962,129.098943",,,3,virya,"direct, 6c+"
경상남도 (내원사 계곡),november rain,"35.435962,129.098943",,,1,november rain,6b+
경상남도 (내원사 계곡),tiny tim,"35.435962,129.098943",,,1,tiny tim,5
경상남도 (내원사 계곡),tiny tim,"35.435962,129.098943",,,2,teeny tiny,6a+
경상남도 (내원사 계곡),tiny tim,"35.435962,129.098943",,,3,tiny tim,"direct, 6b+"
경상남도 (내원사 계곡),tiny tim,"35.435962,129.098943",,,4,defeat or destroy,"right, 6c"
경상남도 (내원사 계곡),tiny tim,"35.435962,129.098943",,,5,mindane utopia,?
경상남도 (내원사 계곡),tiny tim,"35.435962,129.098943",,,6,defeat or destroy,?
경상남도 (내원사 계곡),cuttle fish,"35.435962,129.098943",,,1,smell of cuttlefish,5
경상남도 (내원사 계곡),cuttle fish,"35.435962,129.098943",,,2,버들강아지,5
경상남도 (내원사 계곡),cuttle fish,"35.435962,129.098943",,,3,aisitteru traverse,6a+
경상남도 (내원사 계곡),나홀로 집에,"35.435962,129.098943",,,1,나홀로 집에,5
경상남도 (내원사 계곡),beast maker,"35.435962,129.098943",,,1,beast maker,"right, 6b+"
경상남도 (내원사 계곡),beast maker,"35.435962,129.098943",,,2,beast maker,6c+
경상남도 (내원사 계곡),beast maker,"35.435962,129.098943",,,3,no name,?
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,1,monolith1,4
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,2,치아바타1,5
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,3,monolith2,"easy, 5"
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,4,monolith3,5
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,5,monolith2,6a
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,6,치아바라3,6a+
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,7,monolith5,6a+
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,8,치아바타2,6b+
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,9,monolith2,"dyno, 6b+"
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,10,monolith4,6b+
경상남도 (내원사 계곡),치아바타/.monolith,"35.435962,129.098943",,,11,monolith1 dyno,7b
경상남도 (내원사 계곡),amber,"35.435962,129.098943",,,1,amber,?
경상남도 (내원사 계곡),지그제그,"35.435962,129.098943",,,1,지그제그,?
경상남도 (내원사 계곡),스쿠프,"35.435962,129.098943",,,1,엘란트라,"left, 6a"
경상남도 (내원사 계곡),스쿠프,"35.435962,129.098943",,,2,엘란트라,"sts, 6a"
경상남도 (내원사 계곡),스쿠프,"35.435962,129.098943",,,3,엘란트라,6a+
경상남도 (내원사 계곡),스쿠프,"35.435962,129.098943",,,4,스쿠프,7b
경상남도 (내원사 계곡),스텔라,"35.435962,129.098943",,,1,스텔라,5
경상남도 (내원사 계곡),le mans (르망),"35.435962,129.098943",,,1,르망,6a
경상남도 (내원사 계곡),le mans (르망),"35.435962,129.098943",,,2,르망,"direct, 6a+"
경상남도 (내원사 계곡),asymtote,"35.435962,129.098943",,,1,easy asymptote,4+
경상남도 (내원사 계곡),asymtote,"35.435962,129.098943",,,2,f**k you,"pay me, 6a"
경상남도 (내원사 계곡),asymtote,"35.435962,129.098943",,,3,intinite asymptote,"stand, 6a"
경상남도 (내원사 계곡),asymtote,"35.435962,129.098943",,,4,asymptote cross,6b+
경상남도 (내원사 계곡),asymtote,"35.435962,129.098943",,,5,intinite asymptote,7b
경상남도 (내원사 계곡),asymtote,"35.435962,129.098943",,,6,intinite asymptote extension,7c
경상남도 (내원사 계곡),asymtote,"35.435962,129.098943",,,7,asymtote,"extention,long, 7c+"
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,1,벗꽃엔딩,"left, 4"
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,2,벗꽃엔딩,6a
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,3,church clothes,6a+
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,4,아얌드림,6a+
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,5,blow my back,6b+
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,6,amazing green,"direct, 6b+"
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,7,church clothes,"left, 6c+"
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,8,amazing green,7a+
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,9,blow my head,"direct, 7b"
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,10,blow my head,7b
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,11,pride or prejudice,7b
경상남도 (내원사 계곡),Sunday boulder,"35.435962,129.098943",,,12,generator,7c
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,1,no name,4
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,2,poly poly,"traverse, 6a+"
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,3,no name,"sit, 6b"
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,4,yuppie flue,"sts, 6c+"
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,5,impossible v2,7a
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,6,no name no big,"easy, 7a+"
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,7,no name no big,"easy, 7a+"
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,8,no name no big,7b+
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,9,no name no big,7b+
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,10,yuppie flue,"sit, 7b+"
경상남도 (내원사 계곡),impossible v2,"35.435962,129.098943",,,11,no name no big,"right, ?"
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,1,물놀이,4
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,2,blue man,4
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,3,pink girl,4
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,4,unnamed dihedral,6a
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,5,blue man,"left, 6a"
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,6,blue man,"left,dyno, 6a+"
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,7,captain hook,"standig, 6b+"
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,8,red man,6b+
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,9,ebenezer,6c+
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,10,pantaloons of geisha,7a
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,11,cobra hand,7a+
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,12,xiyouji(서유기),7a+
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,13,삼가 고인의 명복을 빕니다,7b
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,14,captain hook,7b
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,15,목마와 숙녀,7b
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,16,red man,"dyno, 7b"
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,17,troyan horse,7b+
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,18,levitation,7c
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,19,optimus,7c
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,20,roof project3,?
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,21,roof project1,?
경상남도 (내원사 계곡),big screen(levitation),"35.435962,129.098943",,,22,roof project4,?
